,Name,Degree,Specialization,Experience,Location,City,Recommendation,Feedback,Fees
4305,Dr. Mangala Patil,BDS,Gynecologist/Obstetrician,35,Mira Road,Mumbai,57,18,900
4306,Dr. Mukesh Agrawal,MBBS,Gynecologist/Obstetrician,31,Malad West,Mumbai,10,0,1600
4307,Dr. Mansi A Medhekar,MBBS,Gynecologist/Obstetrician,16,Mahim,Mumbai,10,8,1300
4308,Dr. Swati Allahbadia,MBBS,Gynecologist/Obstetrician,35,Parel,Mumbai,94,18,1500
4309,Dr. Anita K Mohan,MBBS,Gynecologist/Obstetrician,28,Mahim,Mumbai,97,21,1300
4310,Dr. Rohith B,MBBS,Dentist,14,Marathahalli,Bangalore,10,22,350
4311,Dr. Santhosha S Kharvi,MBBS,Dentist,22,Hennur,Bangalore,97,14,400
4312,Dr. Seema Satish,MS,Dentist,16,Koramangala 1 Block,Bangalore,10,17,300
4313,Dr. Anjana Viswanath,MBBS,Dentist,27,Ulsoor,Bangalore,10,17,600
4314,Dr. Swati Vishwakarma,MBBS,Dentist,12,Kothanur,Bangalore,97,14,300
4315,Dr. Akshai Shetty,MBBS,Dentist,22,Jayanagar 9 Block,Bangalore,97,98,650
4316,Dr. Victory Ahanthem,MBBS,Dentist,14,Panathur,Bangalore,10,66,300
4317,Dr. Nisar Ahmed,MBBS,Dentist,9,Marathahalli,Bangalore,10,29,200
4318,Dr. Mahendra K P,MBBS,Dentist,22,Banashankari 1st Stage,Bangalore,98,7,300
4319,Dr. Mohan K B,MD,Dentist,20,RMV 2nd Stage,Bangalore,97,21,300
4320,Dr. Harshitha Krishnappa,MBBS,Gynecologist/Obstetrician,5,Koramangala 5 Block,Bangalore,0,0,650
4321,Dr. Jyothi Shenoy V,MBBS,Gynecologist/Obstetrician,21,Yeshwanthpur,Bangalore,88,21,750
4322,Dr. Sophia,MBBS,Gynecologist/Obstetrician,13,Electronics City,Bangalore,94,55,700
4323,Dr. Prabha Ramakrishna,MBBS,Gynecologist/Obstetrician,23,Electronics City,Bangalore,81,61,850
4324,Dr. Chaithra S K,MBBS,Gynecologist/Obstetrician,13,Kalyan Nagar,Bangalore,94,77,550
4325,Dr. Geetha Belliappa,MBBS,Gynecologist/Obstetrician,31,Bannerghatta Road,Bangalore,95,22,850
4326,Dr. Manjunath C S,MBBS,Gynecologist/Obstetrician,19,Koramangala,Bangalore,93,53,800
4327,Dr. Pramila Rodrigues,MBBS,Gynecologist/Obstetrician,23,Bannerghatta Road,Bangalore,93,16,600
4328,Dr. Parimala Devi,MS,Gynecologist/Obstetrician,37,Bannerghatta Road,Bangalore,73,23,800
4329,Dr. Chandrika P. Kulkarni,MBBS,Gynecologist/Obstetrician,21,Jayanagar,Bangalore,90,57,850
4330,Dr. D Malathi Raja,MBBS,Pediatrician,20,Old Airport Road,Bangalore,95,73,900
4331,Dr. Deepti T Nair,MBBS,Pediatrician,22,Bellandur,Bangalore,98,113,850
4332,Dr. Ramya Srinath,MS,Pediatrician,7,Koramangala,Bangalore,10,7,1000
4333,Dr. Meghna Manocha,MBBS,Pediatrician,20,Old Airport Road,Bangalore,97,134,900
4334,Dr. Prakash Desai,MS,Pediatrician,19,Malleswaram,Bangalore,92,8,850
4335,Dr. Sireesh V,MBBS,Pediatrician,14,Hongasandra,Bangalore,10,33,400
4336,Dr. Shashidhar Vishwanath,MBBS,Pediatrician,21,Old Airport Road,Bangalore,10,61,900
4337,Dr. Prasanna Muniyappa,MBBS,Pediatrician,26,Malleswaram,Bangalore,95,56,850
4338,Dr. Gowher Yusuf,MBBS,Pediatrician,19,Indiranagar,Bangalore,10,5,650
4339,Dr. Lakshmi Menon,MBBS,Pediatrician,25,Bellandur,Bangalore,97,147,850
4340,Dr. Krishna Naresh Goud,MBBS,Orthopedist,12,Seegehalli,Bangalore,93,13,300
4341,Dr. Manjunath Gopal,MBBS,Orthopedist,23,Electronics City,Bangalore,10,17,750
4342,Dr. Akshay Mylarappa,DDVL,Orthopedist,7,Banashankari 3rd Stage,Bangalore,10,4,250
4343,Dr. B Jayashankar,MD,Orthopedist,31,Rajajinagar,Bangalore,67,0,500
4344,Dr. C.B. Prabhu,MBBS,Orthopedist,34,Seshadripuram,Bangalore,95,314,740
4345,Dr. Arun Kumar M S,MBBS,Orthopedist,24,Yelahanka,Bangalore,10,33,450
4346,Dr. Rashmit Patel,MBBS,Orthopedist,7,Kalyan Nagar,Bangalore,50,2,650
4347,Dr. Shankar,MBBS,Orthopedist,26,Yeshwanthpur,Bangalore,71,10,950
4348,Dr. J Praneeth Kumar Reddy,MBBS,Orthopedist,9,Yelahanka New Town,Bangalore,0,0,500
4349,Dr. Darshan Kumar A Jain,MBBS,Orthopedist,16,Ashoknagar,Bangalore,94,28,800
4350,Dr. Chaitanya NT,MBBS,Dermatologist,6,Ashoknagar,Bangalore,0,0,800
4351,Dr. Kapil Baheti,MBBS,Dermatologist,3,Sadashivanagar,Bangalore,10,1,600
4352,Dr. Farzana N,MBBS,Dermatologist,5,Kalyan Nagar,Bangalore,0,0,700
4353,Dr. Namitha S,MBBS,Dermatologist,4,Sarjapur Road,Bangalore,0,0,600
4354,Dr. Poojita B S,MD,Dermatologist,5,Jayanagar 4 Block,Bangalore,0,0,650
4355,Dr. Megha M S,BDS,Dermatologist,3,Mahalakshmi Layout,Bangalore,0,0,600
4356,Dr. Shantini Vijayasuriar,BDS,Dermatologist,6,Millers Road,Bangalore,50,1,1000
4357,Dr. Sindhu Hiremath,BDS,Dermatologist,3,Ashoknagar,Bangalore,0,0,800
4358,Dr. Adrian Mario Dsouza,BDS,Dermatologist,9,Ashoknagar,Bangalore,0,0,800
4359,Dr. Vandana Ramanathan,BDS,Infertility Specialist,10,Kalyan Nagar,Bangalore,10,2,550
4360,Dr. Jahnavi Esanakula,BDS,Infertility Specialist,9,Electronics City,Bangalore,10,2,550
4361,Dr. Aviva Pinto Rodrigue,BDS,Infertility Specialist,31,Ashoknagar,Bangalore,86,3,800
4362,Dr. Reetu G. Naresh,BDS,Infertility Specialist,26,Jayanagar,Bangalore,60,3,630
4363,Dr. Nidhi Jhawar,BDS,Infertility Specialist,9,Richmond Town,Bangalore,10,4,1200
4364,Dr. Swetha V,BDS,Infertility Specialist,16,Sahakaranagar,Bangalore,10,2,850
4365,Dr. Nikitha C P,MBBS,Infertility Specialist,7,HSR Layout,Bangalore,10,1,600
4366,Dr. Shaik Habiba,MBBS,Infertility Specialist,9,HSR Layout,Bangalore,10,1,500
4367,Dr. Akshatha S,MBBS,Infertility Specialist,6,Indiranagar,Bangalore,0,0,250
4368,Dr. Santosh Gaur,MBBS,Infertility Specialist,15,Koramangala,Bangalore,10,1,500
4369,Dr. Neeraj Verma,MBBS,Dentist,45,Sarita Vihar,Delhi,67,2,1000
4370,Dr. Mridul Seth,MBBS,Dentist,30,Panchsheel Park,Delhi,97,40,1200
4371,Dr. Pearl Bhardwaj,MBBS,Dentist,9,Model Town 2,Delhi,10,8,400
4372,Dr. Sumit Datta,MBBS,Dentist,25,Panchsheel Park,Delhi,10,0,1200
4373,Dr. Rohit Yadav,MBBS,Dentist,10,Dwarka Sector 23,Delhi,10,116,300
4374,Dr. Shivani Agarwal,MBBS,Dentist,22,Sarita Vihar,Delhi,99,38,700
4375,Dr. Tavleen Kaur,MDS,Dentist,13,Rajouri Garden,Delhi,99,117,500
4376,Dr. Shreya Krishna,BDS,Dentist,11,Greater Kailash Part 1,Delhi,0,0,800
4377,Dr. Shivanjali Bansal,BDS,Dentist,18,Shalimar Bagh,Delhi,98,73,500
4378,Dr. Mahima Yadav,BDS,Dentist,6,Dwarka Sector 11,Delhi,99,87,500
4379,Dr. Hirday Kapoor,BDS,Gynecologist/Obstetrician,30,Punjabi Bagh,Delhi,78,5,1000
4380,Dr. Helai Gupta,BDS,Gynecologist/Obstetrician,28,Panchsheel Park,Delhi,89,12,2100
4381,Dr. Rinku Sengupta,MDS,Gynecologist/Obstetrician,28,Malviya Nagar,Delhi,67,18,1200
4382,Dr. Jayasree Sundar,BDS,Gynecologist/Obstetrician,24,Malviya Nagar,Delhi,10,23,1300
4383,Dr. Swati Sinha,MDS,Gynecologist/Obstetrician,21,Malviya Nagar,Delhi,73,9,1200
4384,Dr. Munisha Sharma,BDS,Gynecologist/Obstetrician,13,Dwarka Sector 12,Delhi,0,0,800
4385,Dr. Ruchi Bhandari,MBBS,Gynecologist/Obstetrician,11,Saket,Delhi,0,0,1000
4386,Dr. Madhu Khandelwal,MD,Gynecologist/Obstetrician,28,Punjabi Bagh,Delhi,0,0,1000
4387,Dr. Ritu Goyal,MBBS,Gynecologist/Obstetrician,23,Patparganj,Delhi,50,2,1000
4388,Dr. Khushboo Gupta,MD,Gynecologist/Obstetrician,9,Jasola,Delhi,0,0,1000
4389,Dr. Shrutika Jaju,MS,Dentist,11,Vileparle West,Mumbai,10,60,500
4390,Dr. Kruti Dholakia,MBBS,Dentist,14,Andheri West,Mumbai,97,35,500
4391,Dr. Shruti Shah,MBBS,Dentist,15,Dadar East,Mumbai,10,31,500
4392,Dr. Kajal Bhanushali,MBBS,Dentist,4,Ghatkopar East,Mumbai,0,0,500
4393,Dr. Arpita,MBBS,Dentist,7,Chembur East,Mumbai,10,136,300
4394,Dr. Pankaj Savla,MBBS,Dentist,13,Andheri West,Mumbai,99,73,500
4395,Dr. Vaishali Prasad,BDS,Dentist,21,Powai,Mumbai,0,0,700
4396,Dr. Priyanka S. Udeshi,BDS,Dentist,8,Prabhadevi,Mumbai,10,7,500
4397,Dr. Sneh Mehta,BDS,Dentist,11,Ghatkopar East,Mumbai,10,33,500
4398,Dr. Tuhina Mehta,BDS,Dentist,11,Ghatkopar East,Mumbai,10,42,500
4399,Dr. Mira Raisinghaney,MDS,Gynecologist/Obstetrician,36,Mahim,Mumbai,10,3,800
4400,Dr. Shilpa Shah Gohil,BDS,Gynecologist/Obstetrician,19,Mahim,Mumbai,98,20,1800
4401,Dr. Kanika Kalyani,BDS,Gynecologist/Obstetrician,13,Borivali,Mumbai,10,1,500
4402,Dr. Hitesh I Parikh,BDS,Gynecologist/Obstetrician,35,Bandra West,Mumbai,10,5,1000
4403,Dr. Simi Kawar,BDS,Gynecologist/Obstetrician,29,Malad West,Mumbai,10,0,1600
4404,Dr. Nikita Lad Patel,MDS,Gynecologist/Obstetrician,19,Mahim,Mumbai,10,0,1300
4405,Dr. Vikas Dayanath Mishra,MBBS,Gynecologist/Obstetrician,26,Malad West,Mumbai,0,0,1000
4406,Dr. Nilima B. Inamdar,MBBS,Gynecologist/Obstetrician,38,Goregaon West,Mumbai,68,2,1000
4407,Dr. Veena G. Shinde,MBBS,Gynecologist/Obstetrician,33,Andheri,Mumbai,94,92,800
4408,Dr. Nikhil Gholkar,MBBS,Gynecologist/Obstetrician,10,Malad West,Mumbai,0,0,1000
4409,Dr. Chandni Gupta Menon,MBBS,Dentist,5,Marathahalli,Bangalore,10,18,200
4410,Dr. Deepthi B,MBBS,Dentist,12,Whitefield,Bangalore,95,5,500
4411,Dr. Sheetal Shetty,MS,Dentist,26,Ulsoor,Bangalore,98,20,500
4412,Dr. Urvashi Tanwar,MBBS,Dentist,4,Rajarajeshwarinagar,Bangalore,91,10,300
4413,Dr. Prithvi Raj K,MBBS,Dentist,10,Sarjapur Road,Bangalore,95,68,300
4414,Dr. Samar Mehtab,MBBS,Dentist,10,Kalyan Nagar,Bangalore,10,158,300
4415,Dr. Prashanth,MBBS,Dentist,24,Indiranagar,Bangalore,99,90,300
4416,Dr. Pooja Shetty,MBBS,Dentist,3,Whitefield,Bangalore,10,31,300
4417,Dr. Neha Rajni,MBBS,Dentist,18,Sarjapur Road,Bangalore,96,117,500
4418,Dr. Deepika Bartunia,MBBS,Dentist,12,Whitefield,Bangalore,10,20,300
4419,Dr. Sunitha B.,MBBS,Gynecologist/Obstetrician,20,JP Nagar 1 Phase,Bangalore,97,106,450
4420,Dr. Sasmitha K,MBBS,Gynecologist/Obstetrician,18,Sahakaranagar,Bangalore,87,5,850
4421,Dr. Veena I G,Diploma,Gynecologist/Obstetrician,20,Jayanagar 9 Block,Bangalore,0,0,500
4422,Dr. Suhasini Inamdar,MBBS,Gynecologist/Obstetrician,37,Indiranagar,Bangalore,97,49,800
4423,Dr. Aparna Shintre,MBBS,Gynecologist/Obstetrician,25,Malleswaram,Bangalore,98,52,850
4424,Dr. Saraswathi Ramesh,MBBS,Gynecologist/Obstetrician,35,VV Puram,Bangalore,94,4,600
4425,Dr. Rashmi TN,FRCS,Gynecologist/Obstetrician,13,JP Nagar,Bangalore,94,171,600
4426,Dr. Aishwarya V. Mathikatti,MBBS,Gynecologist/Obstetrician,15,Rajajinagar,Bangalore,94,36,500
4427,Dr. Rashmi Naik N,MBBS,Gynecologist/Obstetrician,20,Basaveshwaranagar,Bangalore,96,20,800
4428,Dr. Madhuri Vidyashankar P,MBBS,Gynecologist/Obstetrician,21,Jayanagar 5 Block,Bangalore,96,23,700
4429,Dr. Bhaskar Shenoy,MBBS,Pediatrician,34,Old Airport Road,Bangalore,88,23,750
4430,Dr. Intezar Mehdi,MBBS,Pediatrician,24,Old Airport Road,Bangalore,10,0,1000
4431,Dr. M. R. Shashibhushan,MBBS,Pediatrician,24,Malleswaram,Bangalore,97,119,850
4432,Dr. Nalini G Shenoy,MBBS,Pediatrician,45,Bannerghatta Road,Bangalore,94,14,800
4433,Dr. Veerbhadra V Mallad,MBBS,Pediatrician,17,Old Airport Road,Bangalore,79,16,850
4434,Dr. Sagar Bhattad,MBBS,Pediatrician,13,JP Nagar,Bangalore,10,7,950
4435,Dr. Lingappa S Yuvaraj,MBBS,Pediatrician,31,Indiranagar,Bangalore,0,0,750
4436,Dr. Anjaly Mariam Koshy,MBBS,Pediatrician,16,Electronics City,Bangalore,10,11,650
4437,Dr. K Suresh Gowda,MBBS,Pediatrician,25,HRBR Layout,Bangalore,97,158,700
4438,Dr. Shalu Jain,MD,Pediatrician,15,Gunjur,Bangalore,96,27,600
4439,Dr. Gururaj S Puranik,MBBS,Orthopedist,28,Nagasandra,Bangalore,10,17,400
4440,Dr. Vishwanath M S,MBBS,Orthopedist,35,Old Airport Road,Bangalore,67,2,900
4441,Dr. Monesh K B,MBBS,Orthopedist,8,Kengeri,Bangalore,10,2,400
4442,Dr. GL Joel Prasad,MBBS,Orthopedist,10,Whitefield,Bangalore,95,18,600
4443,Dr. Ajay Kumar S P,MBBS,Orthopedist,10,Whitefield,Bangalore,0,0,850
4444,Dr. Mohit Nahata,MBBS,Orthopedist,5,HSR Layout,Bangalore,0,0,600
4445,Dr. Shankar B S,BDS,Orthopedist,29,Malleswaram,Bangalore,99,34,650
4446,Dr. Gowrishankar Swamy L G,BDS,Orthopedist,31,Sampangiramnagar,Bangalore,98,127,800
4447,Dr. Santhosh C Reddy,BDS,Orthopedist,4,Koramangala 1 Block,Bangalore,0,0,500
4448,Dr. Anand Chavan,BDS,Orthopedist,19,Cunningham Road,Bangalore,98,263,700
4449,Dr. Kafi Bora,MDS,Infertility Specialist,20,Electronics City,Bangalore,10,6,700
4450,Dr. Deepthi H,BDS,Infertility Specialist,13,HRBR Layout,Bangalore,88,10,600
4451,Dr. Shaik Habiba,BDS,Infertility Specialist,9,HSR Layout,Bangalore,10,1,500
4452,Dr. Santosh Gaur,BDS,Infertility Specialist,15,Koramangala,Bangalore,10,1,500
4453,Dr. Akshatha S,BDS,Infertility Specialist,6,Indiranagar,Bangalore,0,0,250
4454,Dr. Nidaa Ashfaq Ahmed Khan,BDS,Infertility Specialist,6,Basavanagudi,Bangalore,0,0,550
4455,Dr. Bhavana Girish,MBBS,Infertility Specialist,10,Koramangala 5 Block,Bangalore,0,0,700
4456,Dr. Nithya P J,MBBS,Infertility Specialist,9,Old Airport Road,Bangalore,0,0,850
4457,Dr. Rekha Viswanath,MBBS,Infertility Specialist,4,Singasandra,Bangalore,0,0,500
4458,Dr. Rizwana Tasneem,MBBS,Infertility Specialist,37,HRBR Layout,Bangalore,96,136,600
4459,Dr. Anup Razdan,MS,Dentist,29,Chanakyapuri,Delhi,50,6,1500
4460,Dr. Naveen Gupta,MBBS,Dentist,24,Karol Bagh,Delhi,96,211,500
4461,Dr. Manish Gupta,MBBS,Dentist,28,Munirka,Delhi,99,171,1000
4462,Dr. Apurva Vaidya,MBBS,Dentist,7,Paschim Puri,Delhi,99,114,300
4463,Dr. Deepak Chopra,MBBS,Dentist,17,Rohini Sector 5,Delhi,10,6,200
4464,Dr. Dolly Gupta,MBBS,Dentist,9,Defence Colony,Delhi,10,30,500
4465,Dr. Anil Kohli,BDS,Dentist,45,Lajpat Nagar,Delhi,97,187,1000
4466,Dr. Jitender Dahiya,BDS,Dentist,19,Hari Nagar,Delhi,10,3,300
4467,Dr. Janak Raj Sabharwal,BDS,Dentist,41,Vikas Puri,Delhi,96,65,1000
4468,Dr. Ejya Mathur,BDS,Dentist,10,Lajpat Nagar,Delhi,10,1,500
4469,Dr. Ritu Garg,BDS,Gynecologist/Obstetrician,16,Dwarka Sector 6,Delhi,95,16,900
4470,Dr. Muskaan Chhabra,BDS,Gynecologist/Obstetrician,12,Lajpat Nagar,Delhi,0,0,0
4471,Dr. Manju Wali,BDS,Gynecologist/Obstetrician,26,Patparganj,Delhi,73,5,1000
4472,Dr. Sakshi Goel,BDS,Gynecologist/Obstetrician,9,Malviya Nagar,Delhi,10,2,900
4473,Dr. Suneet Kaur Malhotra,MDS,Gynecologist/Obstetrician,18,Shalimar Bagh,Delhi,10,1,800
4474,Dr. Gazal Garg,BDS,Gynecologist/Obstetrician,12,Dwarka Sector 11,Delhi,10,2,600
4475,Dr. Shobhna,MBBS,Gynecologist/Obstetrician,9,Rohini,Delhi,0,0,0
4476,Dr. Anju Goswami,MBBS,Gynecologist/Obstetrician,34,Gujranwala Town,Delhi,0,0,1000
4477,Dr. Aastha Gupta,MBBS,Gynecologist/Obstetrician,11,Mandi House,Delhi,0,0,1200
4478,Dr. Pooja Bajaj Wadhwa,MD,Gynecologist/Obstetrician,11,Punjabi Bagh,Delhi,0,0,0
4479,Dr. Priyanka Jairaj Dalvi,DNB,Dentist,11,Vileparle West,Mumbai,10,36,500
4480,Dr. Rahul Oza,MS,Dentist,12,Juhu,Mumbai,10,35,500
4481,Dr. Shraddha Sanjay Bhanushali,MBBS,Dentist,7,Mulund West,Mumbai,99,91,500
4482,Dr. Mayuri Raje,MS,Dentist,6,Mulund East,Mumbai,10,3,0
4483,Dr. Mukul Dabholkar,MBBS,Dentist,42,Bandra West,Mumbai,10,11,500
4484,Dr. Avanti Shah,MS,Dentist,10,Chembur,Mumbai,10,2,400
4485,Dr. Adit B. Mehta,BDS,Dentist,16,Vileparle East,Mumbai,99,88,500
4486,Dr. Prerna Sahu,BDS,Dentist,2,Mulund East,Mumbai,10,9,0
4487,Dr. Preeti Shetty,BDS,Dentist,19,Kandivali West,Mumbai,10,0,300
4488,Dr. Himanshu Shah,MDS,Dentist,14,Lamington Road,Mumbai,10,1,500
4489,Dr. Girish Dani,BDS,Gynecologist/Obstetrician,47,Borivali East,Mumbai,10,4,2000
4490,Dr. Atul Ganatra,BDS,Gynecologist/Obstetrician,33,Mulund West,Mumbai,88,5,1300
4491,Dr. Maulik Joshi,BDS,Gynecologist/Obstetrician,29,Matunga West,Mumbai,10,0,800
4492,Dr. Mohan Krishna Raut,BDS,Gynecologist/Obstetrician,37,Santacruz,Mumbai,98,7,2000
4493,Dr. Nirmal Nitin Gujarathi,BDS,Gynecologist/Obstetrician,16,Malad West,Mumbai,10,6,1000
4494,Dr. Rohan Palshetkar,BDS,Gynecologist/Obstetrician,12,Opera House,Mumbai,10,1,500
4495,Dr. Vikram Sharad Shah,DGO,Gynecologist/Obstetrician,24,Mahim,Mumbai,95,6,1300
4496,Dr. Milind Wankhede,MBBS,Gynecologist/Obstetrician,18,Kandivali East,Mumbai,10,0,1000
4497,Dr. Girish Sabnis,MBBS,Gynecologist/Obstetrician,43,Mulund West,Mumbai,0,0,1300
4498,Dr. Nandan Purandare,MBBS,Gynecologist/Obstetrician,14,Dadar,Mumbai,67,2,1000
4499,Dr. Manasi T,MBBS,Dentist,2,Bellandur,Bangalore,0,0,400
4500,Dr. Shruthy R,MS,Dentist,3,Kasavanahalli,Bangalore,0,0,500
4501,Dr. Ankita Srivastava,MBBS,Dentist,8,Whitefield,Bangalore,0,0,600
4502,Dr. Divyashree Rajendra,MBBS,Dentist,19,HSR Layout,Bangalore,98,602,700
4503,Dr. Sandeep B R,MBBS,Dentist,19,Jayanagar 2 Block,Bangalore,10,4,400
4504,Dr. Sheetal Shetty,MBBS,Dentist,26,Ulsoor,Bangalore,98,20,500
4505,Dr. Krishna Mohan Rao,MBBS,Dentist,18,Horamavu,Bangalore,96,99,600
4506,Dr. Syed Saqhib Suhail,MD,Dentist,12,Hegde Nagar,Bangalore,97,42,350
4507,Dr. Vijaya Shree C,MBBS,Dentist,8,Hebbal,Bangalore,10,19,300
4508,Dr. Saranya K,MBBS,Dentist,10,HSR Layout,Bangalore,10,40,400
4509,Dr. Raman Shobana,MBBS,Gynecologist/Obstetrician,12,Electronics City,Bangalore,10,31,850
4510,Dr. Swetha Vinjamuri,MBBS,Gynecologist/Obstetrician,17,Kalyan Nagar,Bangalore,99,104,600
4511,Dr. Jaya M Bhat,MBBS,Gynecologist/Obstetrician,49,Richmond Town,Bangalore,84,38,650
4512,Dr. Raksha Madhu,MBBS,Gynecologist/Obstetrician,9,HBR Layout,Bangalore,10,0,600
4513,Dr. Nirmala Chandrashekar,MBBS,Gynecologist/Obstetrician,14,Kengeri,Bangalore,10,0,700
4514,Dr. Rashmi Patil,MBBS,Gynecologist/Obstetrician,12,Banashankari,Bangalore,10,53,700
4515,Dr. Pavithra K,MBBS,Gynecologist/Obstetrician,11,Malleswaram,Bangalore,98,29,850
4516,Dr. Rashmi Choudhary,MBBS,Gynecologist/Obstetrician,27,Bellandur,Bangalore,96,234,850
4517,Dr. Prajual S Hegde,Diploma,Gynecologist/Obstetrician,28,Koramangala 6 Block,Bangalore,95,34,600
4518,Dr. Mutyalatha Koppula,MS,Gynecologist/Obstetrician,18,Yelahanka New Town,Bangalore,10,39,400
4519,Dr. Ravneet Joshi,MBBS,Pediatrician,25,Old Airport Road,Bangalore,88,3,750
4520,Dr. Shaila S Bhattacharyya,MBBS,Pediatrician,28,Old Airport Road,Bangalore,73,27,750
4521,Dr. Rajeshwari S,MBBS,Pediatrician,7,Vijayanagar,Bangalore,10,5,500
4522,Dr. Girish S V,MBBS,Pediatrician,29,Jayanagar,Bangalore,97,122,600
4523,Dr. Nandini Nagar,MBBS,Pediatrician,26,Jayanagar,Bangalore,97,91,600
4524,Dr. Poonam Prakash Kamble,MBBS,Pediatrician,14,Whitefield,Bangalore,10,32,850
4525,Dr. Umakantha Adiga,BDS,Pediatrician,22,Kanakpura Road,Bangalore,98,25,600
4526,Dr. Kumari Vinita,BDS,Pediatrician,21,Old Airport Road,Bangalore,67,2,850
4527,Dr. Janaki Narayanan,BDS,Pediatrician,25,Bannerghatta Road,Bangalore,10,9,800
4528,Dr. Prashanth Kumar S,BDS,Pediatrician,13,HRBR Layout,Bangalore,93,36,850
4529,Dr. Mallinath G.,BDS,Orthopedist,17,Old Airport Road,Bangalore,76,28,900
4530,Dr. Mithun N Oswal,BDS,Orthopedist,11,Bellandur,Bangalore,10,44,600
4531,Dr. Shashank Joshi,BDS,Orthopedist,2,Uttarahalli,Bangalore,0,0,350
4532,Dr. Sathya Vamsi Krishna,BDS,Orthopedist,12,Bannerghatta Road,Bangalore,67,2,750
4533,Dr. Harshith N,BDS,Orthopedist,7,Yelahanka,Bangalore,0,0,600
4534,Dr. Vinayaraj Kelagadi,BDS,Orthopedist,15,HBR Layout,Bangalore,96,34,500
4535,Dr. Kazim Mahmood,MBBS,Orthopedist,10,Jayanagar 4 Block,Bangalore,0,0,500
4536,Dr. Srikanth. K. N.,MBBS,Orthopedist,26,Basavanagudi,Bangalore,0,0,1000
4537,Dr. Gangu Hiral S,MBBS,Orthopedist,21,Sarjapur Road,Bangalore,10,4,600
4538,Dr. Prateek Patil,MBBS,Orthopedist,7,Jayanagar,Bangalore,0,0,700
4539,Dr. Arun Kant,MBBS,Dentist,12,Dwarka,Delhi,99,697,500
4540,Dr. Shivanjali Bansal,MBBS,Dentist,18,Shalimar Bagh,Delhi,98,73,500
4541,Dr. Sanjiv Kalra,MBBS,Dentist,45,Defence Colony,Delhi,92,50,1000
4542,Dr. Shikha Goel,MBBS,Dentist,16,Malviya Nagar,Delhi,98,307,500
4543,Dr. Geeta Kalra,MBBS,Dentist,22,Lajpat Nagar,Delhi,93,57,700
4544,Dr. Amogh Tanwar,MBBS,Dentist,16,Janakpuri,Delhi,99,95,800
4545,Dr. Sumit Aggarwal,BDS,Dentist,11,Kamla Nagar,Delhi,98,52,300
4546,Dr. Deepa Singh,MDS,Dentist,17,Mayur Vihar Ph-III,Delhi,99,93,400
4547,Dr. Manish Gupta,BDS,Dentist,28,Munirka,Delhi,99,171,1000
4548,Dr. Vishal Gupta,BDS,Dentist,23,New Friends Colony,Delhi,99,321,600
4549,Dr. Chanchal,BDS,Gynecologist/Obstetrician,18,Malviya Nagar,Delhi,10,0,1100
4550,Dr. Geetanjali,BDS,Gynecologist/Obstetrician,21,Dwarka Sector 6,Delhi,0,0,900
4551,Dr. Sheetal Agarwal,BDS,Gynecologist/Obstetrician,34,Panchsheel Park,Delhi,0,0,1600
4552,Dr. Moushmi Shivashankar Rao,BDS,Gynecologist/Obstetrician,12,Shalimar Bagh,Delhi,0,0,600
4553,Dr. Smita Kular,BDS,Gynecologist/Obstetrician,33,Panchsheel Park,Delhi,0,0,1600
4554,Dr. Garima Goel,BDS,Gynecologist/Obstetrician,19,Safdarjung Enclave,Delhi,50,2,800
4555,Dr. Shakuntla Kumar,MBBS,Gynecologist/Obstetrician,35,Kingsway Camp,Delhi,98,257,1000
4556,Dr. Shipra Singla,MBBS,Gynecologist/Obstetrician,11,Patparganj,Delhi,0,0,1100
4557,Dr. Manju Gupta,MBBS,Gynecologist/Obstetrician,16,Mayur Vihar Ph-I,Delhi,97,308,700
4558,Dr. Ramnik Sabharwal,MBBS,Gynecologist/Obstetrician,22,Karol Bagh,Delhi,86,3,800
4559,Dr. Nikhil Ranjan,MBBS,Dentist,5,Elphinstone Road,Mumbai,10,27,300
4560,Dr. Parag M. Khatri,MBBS,Dentist,29,Andheri East,Mumbai,99,294,500
4561,Dr. Swapnil Shah,FCPS,Dentist,33,Powai,Mumbai,98,136,500
4562,Dr. Farhath Sayed,MBBS,Dentist,11,Lokhandwala,Mumbai,97,34,1000
4563,Dr. Chitrang Thaker,MBBS,Dentist,22,Goregaon East,Mumbai,97,270,300
4564,Dr. Shivani Gupta,MBBS,Dentist,7,Chinchpokli,Mumbai,10,3,300
4565,Dr. Jayna Shah,MDS,Dentist,33,Powai,Mumbai,10,33,500
4566,Dr. Julie Davda,BDS,Dentist,16,Bhandup,Mumbai,0,0,200
4567,Dr. Fatema Gandevivala,BDS,Dentist,8,Tardeo,Mumbai,10,3,300
4568,Dr. Pratiksha Tiwari,BDS,Dentist,7,Mulund East,Mumbai,10,7,300
4569,Dr. Nirali Dedhia,BDS,Gynecologist/Obstetrician,8,Malad,Mumbai,95,39,800
4570,Dr. Gitanjali Dnyanesh Belekar,BDS,Gynecologist/Obstetrician,20,Mahim,Mumbai,0,0,1300
4571,Dr. Sunayana Dubey,BDS,Gynecologist/Obstetrician,21,Kandivali,Mumbai,94,13,800
4572,Dr. Aditi Phulpagar,BDS,Gynecologist/Obstetrician,21,Mahim,Mumbai,0,0,1300
4573,Dr. Rinoy Sreedharan,BDS,Gynecologist/Obstetrician,14,Bhandup,Mumbai,10,2,500
